"","gemeinde_nummer","gemeinde_f","total","tooltip"
"1504",4111,"Riniken",27.8,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Elektrizitäts-Genossenschaft Riniken (EGR¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£27.8$/td£$td style='text-align:right@'£14.86$/td£$td style='text-align:right@'£0$/td£$td style='text-align:right@'£10.63$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1505",1707,"Risch",28.84,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£WWZ Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.84$/td£$td style='text-align:right@'£13.65$/td£$td style='text-align:right@'£0$/td£$td style='text-align:right@'£12.89$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1506",5263,"Riva San Vitale",27.78,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Aziende Industriali di Lugano (AIL¢ SA$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£27.78$/td£$td style='text-align:right@'£11.25$/td£$td style='text-align:right@'£2.23$/td£$td style='text-align:right@'£12$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1507",5609,"Rivaz",30.36,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Romande Energie SA$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£30.36$/td£$td style='text-align:right@'£12.81$/td£$td style='text-align:right@'£1.32$/td£$td style='text-align:right@'£13.93$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1508",5287,"Riviera",34.04,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Ticino¢$/td£$td style='background-color:#d13728@color:black@text-align:right@'£34.04$/td£$td style='text-align:right@'£13.75$/td£$td style='text-align:right@'£2.23$/td£$td style='text-align:right@'£15.76$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1509",5413,"Roche (VD)",30.56,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Romande Energie SA$/td£$td style='background-color:#ee923c@color:black@text-align:right@'£30.56$/td£$td style='text-align:right@'£12.81$/td£$td style='text-align:right@'£1.52$/td£$td style='text-align:right@'£13.93$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1510",6413,"Rochefort",30.5,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Groupe E SA$/td£$td style='background-color:#ee923c@color:black@text-align:right@'£30.5$/td£$td style='text-align:right@'£14.88$/td£$td style='text-align:right@'£1.6$/td£$td style='text-align:right@'£11.72$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1511",704,"Roches (BE)",28.6,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.6$/td£$td style='text-align:right@'£11.39$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£13.41$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1512",2479,"Rodersdorf",32.64,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#ee923c@color:black@text-align:right@'£32.64$/td£$td style='text-align:right@'£15.26$/td£$td style='text-align:right@'£0.61$/td£$td style='text-align:right@'£14.47$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1513",2790,"Roggenburg",28.6,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.6$/td£$td style='text-align:right@'£11.39$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£13.41$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1514",1142,"Roggliswil",21.29,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£CKW AG$/td£$td style='background-color:#436b88@color:white@text-align:right@'£21.29$/td£$td style='text-align:right@'£8.5$/td£$td style='text-align:right@'£0.95$/td£$td style='text-align:right@'£9.54$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1515",337,"Roggwil (BE)",30.78,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Einwohnergemeinde Roggwil§ Elektrizitätswerk$/td£$td style='background-color:#ee923c@color:black@text-align:right@'£30.78$/td£$td style='text-align:right@'£16$/td£$td style='text-align:right@'£0.8$/td£$td style='text-align:right@'£11.68$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1516",4431,"Roggwil (TG)",35.53,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Genossenschaft Elektra Roggwil-Freidorf$/td£$td style='background-color:#d13728@color:black@text-align:right@'£35.53$/td£$td style='text-align:right@'£16.62$/td£$td style='text-align:right@'£0$/td£$td style='text-align:right@'£16.61$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1517",338,"Rohrbach",28.6,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.6$/td£$td style='text-align:right@'£11.39$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£13.41$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1518",339,"Rohrbachgraben",28.6,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.6$/td£$td style='text-align:right@'£11.39$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£13.41$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1519",5861,"Rolle",30.36,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Romande Energie SA$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£30.36$/td£$td style='text-align:right@'£12.81$/td£$td style='text-align:right@'£1.32$/td£$td style='text-align:right@'£13.93$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1520",5761,"Romainmôtier-Envy",30.36,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Romande Energie SA$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£30.36$/td£$td style='text-align:right@'£12.81$/td£$td style='text-align:right@'£1.32$/td£$td style='text-align:right@'£13.93$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1521",5592,"Romanel-sur-Lausanne",31.56,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Romande Energie SA$/td£$td style='background-color:#ee923c@color:black@text-align:right@'£31.56$/td£$td style='text-align:right@'£12.81$/td£$td style='text-align:right@'£2.52$/td£$td style='text-align:right@'£13.93$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1522",5645,"Romanel-sur-Morges",30.36,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Romande Energie SA$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£30.36$/td£$td style='text-align:right@'£12.81$/td£$td style='text-align:right@'£1.32$/td£$td style='text-align:right@'£13.93$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1523",4436,"Romanshorn",26.88,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Genossenschaft EW Romanshorn$/td£$td style='background-color:#b0dac2@color:black@text-align:right@'£26.88$/td£$td style='text-align:right@'£12.7$/td£$td style='text-align:right@'£0.15$/td£$td style='text-align:right@'£11.73$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1524",442,"Romont (BE)",28.6,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.6$/td£$td style='text-align:right@'£11.39$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£13.41$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1525",2096,"Romont (FR)",28.9,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Groupe E SA$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.9$/td£$td style='text-align:right@'£14.88$/td£$td style='text-align:right@'£0$/td£$td style='text-align:right@'£11.72$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1526",1007,"Romoos",21.29,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£CKW AG$/td£$td style='background-color:#436b88@color:white@text-align:right@'£21.29$/td£$td style='text-align:right@'£8.5$/td£$td style='text-align:right@'£0.95$/td£$td style='text-align:right@'£9.54$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1527",5125,"Ronco sopra Ascona",34.04,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Ticino¢$/td£$td style='background-color:#d13728@color:black@text-align:right@'£34.04$/td£$td style='text-align:right@'£13.75$/td£$td style='text-align:right@'£2.23$/td£$td style='text-align:right@'£15.76$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1528",3711,"Rongellen",10.29,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Gemeinde Andeer§ Elektrizitätswesen$/td£$td style='background-color:#436b88@color:white@text-align:right@'£10.29$/td£$td style='text-align:right@'£6.21$/td£$td style='text-align:right@'£1$/td£$td style='text-align:right@'£0.78$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1529",1065,"Root",21.09,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£CKW AG$/td£$td style='background-color:#436b88@color:white@text-align:right@'£21.09$/td£$td style='text-align:right@'£8.5$/td£$td style='text-align:right@'£0.75$/td£$td style='text-align:right@'£9.54$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1530",5798,"Ropraz",29.66,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Romande Energie SA$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.66$/td£$td style='text-align:right@'£12.81$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£13.93$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1531",68,"Rorbas",27.51,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Elektrizitätswerke des Kantons Zürich (EKZ¢$/td£$td style='background-color:#b0dac2@color:black@text-align:right@'£27.51$/td£$td style='text-align:right@'£15.73$/td£$td style='text-align:right@'£0.16$/td£$td style='text-align:right@'£9.31$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1532",3215,"Rorschach",29.73,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Technische Betriebe§ Stadt Rorschach$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.73$/td£$td style='text-align:right@'£11.68$/td£$td style='text-align:right@'£1.39$/td£$td style='text-align:right@'£14.36$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1533",3216,"Rorschacherberg",31.28,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Politische Gemeinde Rorschacherberg§ Elektrizitätsversorgung$/td£$td style='background-color:#ee923c@color:black@text-align:right@'£31.28$/td£$td style='text-align:right@'£12.3$/td£$td style='text-align:right@'£0.6$/td£$td style='text-align:right@'£16.08$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1534",3808,"Rossa",36.01,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Consorzio Energia Elettrica Calanca$/td£$td style='background-color:#d13728@color:black@text-align:right@'£36.01$/td£$td style='text-align:right@'£18.77$/td£$td style='text-align:right@'£0$/td£$td style='text-align:right@'£14.94$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1535",6721,"Rossemaison",28.8,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.8$/td£$td style='text-align:right@'£11.39$/td£$td style='text-align:right@'£1.7$/td£$td style='text-align:right@'£13.41$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1536",5684,"Rossenges",29.66,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Romande Energie SA$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.66$/td£$td style='text-align:right@'£12.81$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£13.93$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1537",5842,"Rossinière",30.22,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Groupe E SA$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£30.22$/td£$td style='text-align:right@'£14.88$/td£$td style='text-align:right@'£1.32$/td£$td style='text-align:right@'£11.72$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1538",3637,"Rothenbrunnen",23.79,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Elektrizitätswerk der Stadt Zürich$/td£$td style='background-color:#436b88@color:white@text-align:right@'£23.79$/td£$td style='text-align:right@'£7.68$/td£$td style='text-align:right@'£2.1$/td£$td style='text-align:right@'£11.71$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1539",1040,"Rothenburg",21.29,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£CKW AG$/td£$td style='background-color:#436b88@color:white@text-align:right@'£21.29$/td£$td style='text-align:right@'£8.5$/td£$td style='text-align:right@'£0.95$/td£$td style='text-align:right@'£9.54$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1540",2858,"Rothenfluh",31.88,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£EBL (Genossenschaft Elektra Baselland¢$/td£$td style='background-color:#ee923c@color:black@text-align:right@'£31.88$/td£$td style='text-align:right@'£13.05$/td£$td style='text-align:right@'£0.34$/td£$td style='text-align:right@'£16.2$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1541",1370,"Rothenthurm",28.03,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£EWS AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.03$/td£$td style='text-align:right@'£12.84$/td£$td style='text-align:right@'£0.85$/td£$td style='text-align:right@'£12.04$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1542",4282,"Rothrist",32.85,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£EW Rothrist AG$/td£$td style='background-color:#ee923c@color:black@text-align:right@'£32.85$/td£$td style='text-align:right@'£16.48$/td£$td style='text-align:right@'£0.8$/td£$td style='text-align:right@'£13.27$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1543",5843,"Rougemont",30.22,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Groupe E SA$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£30.22$/td£$td style='text-align:right@'£14.88$/td£$td style='text-align:right@'£1.32$/td£$td style='text-align:right@'£11.72$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1544",3834,"Roveredo (GR)",36.33,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Società Elettrica Sopracenerina SA (Mesolcina¢$/td£$td style='background-color:#d13728@color:black@text-align:right@'£36.33$/td£$td style='text-align:right@'£18.27$/td£$td style='text-align:right@'£0$/td£$td style='text-align:right@'£15.76$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1545",5928,"Rovray",29.66,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Romande Energie SA$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.66$/td£$td style='text-align:right@'£12.81$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£13.93$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1546",623,"Rubigen",28.6,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.6$/td£$td style='text-align:right@'£11.39$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£13.41$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1547",4075,"Rudolfstetten-Friedlisberg",28.59,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Elektra Rudolfstetten-Friedlisberg AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.59$/td£$td style='text-align:right@'£13.68$/td£$td style='text-align:right@'£0.65$/td£$td style='text-align:right@'£11.96$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1548",2097,"Rue",28.9,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Groupe E SA$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.9$/td£$td style='text-align:right@'£14.88$/td£$td style='text-align:right@'£0$/td£$td style='text-align:right@'£11.72$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1549",5534,"Rueyres",31.06,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Romande Energie SA$/td£$td style='background-color:#ee923c@color:black@text-align:right@'£31.06$/td£$td style='text-align:right@'£12.81$/td£$td style='text-align:right@'£2.02$/td£$td style='text-align:right@'£13.93$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"1550",421,"Rumendingen",28.6,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.6$/td£$td style='text-align:right@'£11.39$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£13.41$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
